BloodID,BTN,TL,Objective,Whodunnit,ID,PlateID,BirdID,RightTarsus,LeftTarsus,BodyMass,EyeColour,LayYear,FieldPeriodID,OccasionID,OccasionDate,Ageclass,Status,BreedGroupID,TerritoryID,SexEstimate,MaxOfMaxOfSeenDate
5697,4639,8178.070477,9,EAF,3498,17,5583,21.9,,14.9,RB,2010,122,4846,05/09/2013,A,BrM,6205,159,1,31/08/2015
877,668,3986.457975,5,EB,441,15,1576,23.8,23.4,14.7,,2000,39,1018,01/08/2000,OFL,OFL,3036,15,0,12/03/2010
879,670,3636.415507,1,EB,443,26,1859,23.0,23.1,14.1,,1988,39,1018,01/08/2000,A,BrF,3036,15,0,01/08/2000
912,703,3347.642266,5,EB,470,16,1591,25.7,25.9,15.5,,2000,39,1025,11/08/2000,FL,FL,3042,24,1,18/11/2005
924,715,10294.91585,6,EAF,1845,29,1599,,, 9.7,,2000,39,1027,13/08/2000,CH,FL,3046,28,0,09/07/2001
924,715,7341.045538,5,EB,478,17,1599,,, 9.7,,2000,39,1027,13/08/2000,CH,FL,3046,28,0,09/07/2001
900,691,2959.955755,5,EB,462,16,1586,24.4,24,14.7,,2000,39,1022,05/08/2000,OFL,OFL,3049,33,0,12/07/2001
904,695,6668.778385,1,EB,465,27,1166,25.4,25.5,15.8,,1996,39,1022,05/08/2000,A,BrM,3050,35,1,30/08/2004
903,694,5733.768345,1,EB,464,27,1515,25.6,25.5,16.1,,1999,39,1022,05/08/2000,SA,ABX,3050,35,1,04/07/2001
917,708,4747.67181,7,EAF,2320,34,1165,,,,,1996,39,1025,11/08/2000,A,BrM,3052,38,1,29/11/2005
917,708,5223.101962,7,EAF,2319,33,1165,,,,,1996,39,1025,11/08/2000,A,BrM,3052,38,1,29/11/2005
915,706,4520.43923,5,EB,473,17,1594,24.5,24.6,14.5,,2000,39,1025,11/08/2000,FL,FL,3052,38,1,11/08/2000
875,666,7425.020806,6,EAF,1834,31,1385,25.0,24.7,16.6,,1998,39,1017,30/07/2000,A,BrF,3055,43,0,30/07/2000
875,666,8557.591672,1,EB,439,26,1385,25.0,24.7,16.6,,1998,39,1017,30/07/2000,A,BrF,3055,43,0,30/07/2000
874,665,4290.339328,1,EB,438,26,1390,23.9,24.2,13.6,,1998,39,1017,30/07/2000,A,SEEN1,3056,45,0,12/08/2003
874,665,5082.986682,6,EAF,1833,31,1390,23.9,24.2,13.6,,1998,39,1017,30/07/2000,A,SEEN1,3056,45,0,12/08/2003
880,671,2080.207345,1,EB,444,27,848,24.1,23.9,13.6,,1994,39,1018,01/08/2000,A,U,3061,52,0,01/08/2000
882,673,15878.93359,1,EB,445,31,1370,26.3,26.2,16.4,,1997,39,1019,02/08/2000,A,ABX,3061,52,1,25/05/2004
883,674,3645.749774,1,EB,446,27,1384,22.9,23.2,14.6,,1998,39,1019,02/08/2000,A,BrF,3061,52,0,10/08/2009
872,663,2835.719113,5,EB,436,15,1574,25.2,25.3,15.4,,2000,39,1016,29/07/2000,FL,OFL,3062,53,1,29/07/2000
884,675,6100.661799,7,EAF,2312,26,1552,24.2,24.1,15.2,,1999,39,1019,02/08/2000,A,SEEN1,3063,54,0,24/09/2002
884,675,8667.493363,7,EAF,2311,25,1552,24.2,24.1,15.2,,1999,39,1019,02/08/2000,A,SEEN1,3063,54,0,24/09/2002
884,675,5741.650992,1,EB,447,27,1552,24.2,24.1,15.2,,1999,39,1019,02/08/2000,A,SEEN1,3063,54,0,24/09/2002
871,662,3407.943039,5,EB,435,15,1573,23.5,23.8,14.2,,2000,39,1016,29/07/2000,OFL,OFL,3065,57,0,29/06/2001
873,664,4952.382652,1,EB,437,26,1032,25.6,25.7,,,1996,39,1016,29/07/2000,A,BrM,3066,60,1,10/07/2001
870,661,3583.653042,5,EB,434,15,1572,24.9,25,14.4,,2000,39,1016,29/07/2000,FL,FL,3066,60,1,26/05/2004
869,660,6045.369247,6,EAF,1832,31,1571,23.9,23.6,14.6,,2000,39,1015,25/07/2000,CH,FL,3069,63,0,25/07/2000
878,669,5019.359287,1,EB,442,26,1186,24.8,24.9,15.1,,1996,39,1018,01/08/2000,A,BrF,3075,72,0,20/07/2002
876,667,2582.460022,5,EB,440,15,1575,24.8,24.4,14.0,,2000,39,1018,01/08/2000,OFL,OFL,3075,72,0,05/07/2001
896,687,5942.395006,7,EAF,2315,34,1196,26.2,26.2,17.9,,1996,39,1021,04/08/2000,A,BrM,3088,88,1,04/09/2009
896,687,7159.716347,7,EAF,2316,43,1196,26.2,26.2,17.9,,1996,39,1021,04/08/2000,A,BrM,3088,88,1,04/09/2009
896,687,6849.455359,7,EAF,2314,33,1196,26.2,26.2,17.9,,1996,39,1021,04/08/2000,A,BrM,3088,88,1,04/09/2009
897,688,4385.455345,5,EB,459,16,1512,26.1,26.1,16.5,,1999,39,1021,04/08/2000,SA,ABX,3088,88,1,15/01/2008
894,685,3216.369853,5,EB,457,16,1583,26.0,26.2,15.6,,2000,39,1021,04/08/2000,OFL,OFL,3088,88,1,24/08/2002
920,711,4523.408629,5,EB,475,17,1596,24.6,24.5,15.1,,2000,39,1026,12/08/2000,FL,FL,3089,89,1,12/08/2000
888,679,4390.693853,1,EB,451,27,632,25.3,25.3,15.1,,1993,39,1020,03/08/2000,A,BrM,3090,90,1,03/08/2000
889,680,14926.56323,1,EB,452,31,858,24.8,24.8,16.4,,1994,39,1020,03/08/2000,A,BrF,3091,92,0,03/08/2000
890,681,9563.406532,1,EB,453,31,1063,24.9,24.7,15.7,,1996,39,1020,03/08/2000,A,BrM,3091,92,1,03/08/2000
887,678,4678.710503,5,EB,450,15,1579,25.1,25.5,15.5,,2000,39,1020,03/08/2000,FL,OFL,3093,95,1,02/08/2008
893,684,3373.682417,5,EB,456,16,1582,26.0,26,16.5,,2000,39,1021,04/08/2000,OFL,OFL,3095,99,1,04/08/2000
892,683,3592.732529,5,EB,455,15,1581,25.7,25.4,15.6,,2000,39,1021,04/08/2000,OFL,OFL,3095,99,1,05/02/2009
895,686,5137.591074,1,EB,458,27,1527,24.5,24.5,14.4,,1999,39,1021,04/08/2000,SA,ABX,3097,101,0,04/08/2000
891,682,4199.208544,5,EB,454,15,1580,24.0,24.1,14.1,,2000,39,1021,04/08/2000,FL,FL,3097,101,0,13/08/2015
913,704,3682.50251,5,EB,471,16,1592,24.3,24.2,15.0,,2000,39,1025,11/08/2000,FL,FL,3100,109,0,12/07/2001
921,712,4877.09704,5,EB,476,17,1597,24.5,24.6,14.2,,2000,39,1026,12/08/2000,OFL,OFL,3105,117,0,05/07/2004
922,713,6970.957544,5,EB,477,17,1598,24.0,24.1,14.6,,2000,39,1026,12/08/2000,OFL,OFL,3105,117,0,13/01/2007
923,714,6052.313079,8,EAF,2792,7,1198,,,,,1996,39,1026,12/08/2000,A,BrM,3105,117,1,12/08/2000
910,701,6007.081839,6,EAF,1838,14,1429,,,,,1999,39,4583,07/08/2000,A,BrF,3116,134,0,27/07/2006
910,701,6827.509858,6,EAF,1844,22,1429,,,,,1999,39,4583,07/08/2000,A,BrF,3116,134,0,27/07/2006
910,701,6667.576921,6,EAF,1843,21,1429,,,,,1999,39,4583,07/08/2000,A,BrF,3116,134,0,27/07/2006
910,701,6645.311548,6,EAF,1842,20,1429,,,,,1999,39,4583,07/08/2000,A,BrF,3116,134,0,27/07/2006
910,701,7154.623938,6,EAF,1841,19,1429,,,,,1999,39,4583,07/08/2000,A,BrF,3116,134,0,27/07/2006
910,701,7152.924204,6,EAF,1839,15,1429,,,,,1999,39,4583,07/08/2000,A,BrF,3116,134,0,27/07/2006
910,701,4537.705993,6,EAF,1837,13,1429,,,,,1999,39,4583,07/08/2000,A,BrF,3116,134,0,27/07/2006
910,701,7941.413557,6,EAF,1836,12,1429,,,,,1999,39,4583,07/08/2000,A,BrF,3116,134,0,27/07/2006
910,701,6859.822641,6,EAF,1840,16,1429,,,,,1999,39,4583,07/08/2000,A,BrF,3116,134,0,27/07/2006
910,701,8954.934762,6,EAF,1835,10,1429,,,,,1999,39,4583,07/08/2000,A,BrF,3116,134,0,27/07/2006
906,697,3567.000447,5,EB,467,16,1588,23.5,23.5,13.8,,2000,39,4583,07/08/2000,OFL,OFL,3116,134,0,25/06/2004
908,699,7858.210068,8,EAF,3748,38,847,25.0,25,15.0,,1994,39,4583,07/08/2000,A,BrM,3118,138,1,07/08/2000
909,700,2658.536426,8,EAF,2790,5,1382,,,,,1997,39,4583,07/08/2000,A,BrF,3118,138,0,07/08/2000
907,698,2832.134757,5,EB,468,16,1589,23.9,23.1,14.1,,2000,39,4583,07/08/2000,OFL,OFL,3118,138,0,14/08/2008
905,696,4683.493246,1,EB,466,38,1587,25.6,25.5,16.4,,1999,39,4583,07/08/2000,A,BrM,3121,144,1,13/01/2007
918,709,3706.164351,8,EAF,2791,14,1395,,,,,1997,39,1025,11/08/2000,A,BrM,3128,166,1,04/01/2005
919,710,6769.004857,7,EAF,2321,25,1416,,,,,1998,39,1025,11/08/2000,A,BrM,3129,168,1,11/08/2000
919,710,5320.991378,7,EAF,2322,26,1416,,,,,1998,39,1025,11/08/2000,A,BrM,3129,168,1,11/08/2000
916,707,4480.382196,5,EB,474,17,1595,24.5,24.6,15.4,,2000,39,1025,11/08/2000,OFL,OFL,3129,168,1,14/07/2007
925,716,5445.298675,5,EB,479,17,1600,,,11.8,,2000,39,1027,13/08/2000,CH,CH,3131,171,1,05/07/2001
925,716,8621.125011,6,EAF,1846,29,1600,,,11.8,,2000,39,1027,13/08/2000,CH,CH,3131,171,1,05/07/2001
885,676,3731.441419,5,EB,448,15,1504,27.4,27.2,15.7,,1999,39,1019,02/08/2000,SA,FLOAT,7026,-3,1,24/08/2010
914,705,2689.11164,5,EB,472,16,1593,25.4,25,15.6,,2000,39,1025,11/08/2000,FL,FLOAT,7026,-3,1,30/08/2008
2511,3,5140.825078,1,EB,5,1,1033,25.0,25.4,13.6,,1996,22,669,04/07/1997,A,H,15,1,0,14/08/1997
2470,16,7955.657028,1,EB,31,2,912,24.5,24.1,14.6,,1994,22,676,06/07/1997,A,BrF,15,1,0,30/07/2008
2403,1,5399.239015,1,EB,1,1,922,25.9,25.4,18.0,,1994,22,668,04/07/1997,A,BrM,15,1,1,11/09/1999
2492,2,12525.02865,1,EB,4,37,1151,26.2,26.1,15.9,,1996,22,668,04/07/1997,A,SEEN1,15,1,1,16/08/1999
2492,2,2923.658863,1,EB,3,32,1151,26.2,26.1,15.9,,1996,22,668,04/07/1997,A,SEEN1,15,1,1,16/08/1999
2415,11,5716.853173,1,EB,21,2,1163,26.6,26.9,16.1,,1996,22,670,05/07/1997,SA,SEEN2,15,1,1,05/07/1997
2537,53,5305.791274,1,EB,87,35,596,23.7,23.8,13.9,,1993,22,689,13/07/1997,A,BrF,19,8,0,27/08/1999
2538,54,6960.138241,1,EB,88,36,497,27.0,27.1,16.9,,1993,22,689,13/07/1997,A,BrM,19,8,1,31/08/2007
2536,52,3275.130639,1,EB,85,34,1187,26.8,26.7,14.6,,1996,22,689,13/07/1997,SA,SEEN1,19,8,1,05/09/2010
2521,39,10233.75257,1,EB,66,29,550,26.7,26.6,17.3,,1993,22,686,11/07/1997,A,SEEN1,19,8,1,06/03/1998
2406,101,7237.426794,8,EAF,2385,18,1219,24.5,24.4,12.6,,1996,22,715,26/07/1997,SA,H,22,14,0,21/06/1998
2407,102,9171.98683,8,EAF,2386,12,458,25.4,25.3,13.2,,1992,22,715,26/07/1997,A,BrF,22,14,0,13/08/2005
2409,104,3215.41642,8,EAF,2387,3,499,25.0,25,16.0,,1993,22,715,26/07/1997,A,BrM,22,14,1,04/07/2006
2433,126,4667.429949,8,EAF,2393,3,1210,24.1,26.4,14.9,,1997,22,727,02/08/1997,CH,FL,22,14,0,02/08/1997
2408,103,9693.108803,7,EAF,1914,42,1042,25.3,25.4,,,1996,22,715,26/07/1997,A,SEEN1,22,14,0,30/06/2015
2459,15,5512.119791,8,EAF,2395,10,1042,25.3,25.2,14.6,,1996,22,674,06/07/1997,A,SEEN1,22,14,0,30/06/2015
2459,15,1321.155044,1,EB,28,34,1042,25.3,25.2,14.6,,1996,22,674,06/07/1997,A,SEEN1,22,14,0,30/06/2015
2558,72,6864.028605,1,EB,106,8,1186,24.9,24.8,15.2,,1996,22,698,16/07/1997,A,SEEN1,25,20,0,20/07/2002
2533,5,2506.99868,1,EB,10,30,172,25.0,25.1,15.4,,1989,22,670,05/07/1997,A,BrF,26,22,0,14/08/1997
2465,155,4517.775508,1,EB,167,30,1861,26.7,26.6,15.2,,1994,22,746,14/08/1997,A,BrM,26,22,1,14/08/1997
2416,110,5575.41063,8,EAF,2389,5,1224,25.4,25.3,12.9,,1997,22,718,27/07/1997,OFL,OFL,2302,24,1,07/09/1998
2416,110,3737.773098,5,EB,132,1,1224,25.4,25.3,12.9,,1997,22,718,27/07/1997,OFL,OFL,2302,24,1,07/09/1998
2544,6,9208.673196,1,EB,13,1,1161,25.5,25.3,15.0,,1996,22,672,05/07/1997,SA,SEEN1,2302,24,0,05/07/2001
2577,9,4972.124227,1,EB,18,1,911,27.1,26.8,16.2,,1994,22,670,05/07/1997,A,SEEN2,2302,24,1,08/09/2010
2533,5,2506.99868,1,EB,10,30,172,25.0,25.1,15.4,,1989,22,670,05/07/1997,A,SEEN2,2302,24,0,14/08/1997
2450,141,7163.45774,1,EB,154,37,1235,25.2,25,16.0,,1996,22,734,08/08/1997,A,BrF,30,27,0,16/09/1998
2450,141,4075.251157,1,EB,153,34,1235,25.2,25,16.0,,1996,22,734,08/08/1997,A,BrF,30,27,0,16/09/1998
2450,141,10485.49986,1,EB,152,33,1235,25.2,25,16.0,,1996,22,734,08/08/1997,A,BrF,30,27,0,16/09/1998
2528,45,6851.90143,1,EB,77,35,1045,25.1,24.8,12.5,,1996,22,685,11/07/1997,A,SEEN1,34,33,1,08/07/2001
2492,2,12525.02865,1,EB,4,37,1151,26.2,26.1,15.9,,1996,22,668,04/07/1997,A,BrM,2303,35,1,16/08/1999
2492,2,2923.658863,1,EB,3,32,1151,26.2,26.1,15.9,,1996,22,668,04/07/1997,A,BrM,2303,35,1,16/08/1999
2565,79,7212.186725,1,EB,111,9,441,25.4,25.1,15.6,,1992,22,701,20/07/1997,A,BrF,35,38,0,08/01/2007
2408,103,9693.108803,7,EAF,1914,42,1042,25.3,25.4,,,1996,22,715,26/07/1997,A,SEEN1,35,38,0,30/06/2015
2459,15,5512.119791,8,EAF,2395,10,1042,25.3,25.2,14.6,,1996,22,674,06/07/1997,A,SEEN1,35,38,0,30/06/2015
2459,15,1321.155044,1,EB,28,34,1042,25.3,25.2,14.6,,1996,22,674,06/07/1997,A,SEEN1,35,38,0,30/06/2015
2522,4,9624.101415,1,EB,7,1,500,24.5,24.7,16.1,,1991,22,672,05/07/1997,A,BrF,36,40,0,23/06/1998
2404,10,4351.190456,1,EB,19,1,1162,26.3,26.4,15.5,,1996,22,672,05/07/1997,SA,ABX,36,40,1,07/02/1998
2448,14,6803.386226,1,EB,26,32,1164,26.0,26,16.0,,1996,22,671,05/07/1997,A,SEEN1,36,40,1,20/08/1999
2448,14,4378.784069,1,EB,27,37,1164,26.0,26,16.0,,1996,22,671,05/07/1997,A,SEEN1,36,40,1,20/08/1999
2492,2,12525.02865,1,EB,4,37,1151,26.2,26.1,15.9,,1996,22,668,04/07/1997,A,SEEN2,36,40,1,16/08/1999
2492,2,2923.658863,1,EB,3,32,1151,26.2,26.1,15.9,,1996,22,668,04/07/1997,A,SEEN2,36,40,1,16/08/1999
2426,12,6422.186459,1,EB,22,2,609,26.4,26.4,14.3,,1993,22,673,05/07/1997,A,BrM,37,42,1,20/11/2005
2481,17,8088.013582,1,EB,34,2,1156,26.1,25.7,15.5,,1996,22,675,06/07/1997,A,ABX,39,45,1,09/07/2001
2412,107,5122.612161,1,EB,129,12,221,28.1,27.8,16.9,,1988,22,716,26/07/1997,A,BrM,39,45,1,20/11/2005
2559,73,5502.137178,1,EB,107,8,921,24.6,24.9,16.8,,1994,22,698,16/07/1997,A,BrM,40,47,1,15/12/2003
2558,72,6864.028605,1,EB,106,8,1186,24.9,24.8,15.2,,1996,22,698,16/07/1997,A,SEEN1,40,47,0,20/07/2002
2423,117,8274.754774,1,EB,141,13,455,23.9,23.9,15.2,,1992,22,723,29/07/1997,A,BrF,41,48,0,14/08/1997
2424,118,4347.274934,1,EB,142,34,1212,25.7,25.6,15.4,,1996,22,723,29/07/1997,A,BrM,41,48,1,30/08/1999
2463,153,1794.928617,5,EB,164,18,1213,25.6,25.2,15.8,,1997,22,741,12/08/1997,CH,FL,41,48,1,22/12/2004
2582,94,9302.932701,1,EB,121,10,828,27.2,26.9,16.8,,1994,22,709,23/07/1997,A,ABX,43,51,1,16/09/1998
2583,95,8234.089331,8,EAF,2408,20,51,25.9,25.6,15.6,,1986,22,712,24/07/1997,A,BrM,43,51,1,01/08/2003
2491,19,5673.98091,1,EB,38,2,449,25.6,25.5,15.4,,,22,677,06/07/1997,A,BrF,44,52,0,06/12/1999
2490,18,5833.358099,1,EB,37,2,1157,26.8,27.1,17.0,,1996,22,675,06/07/1997,A,BrM,44,52,1,19/02/1998
2493,20,7527.127521,7,EAF,1918,30,932,24.0,24.2,14.4,,1994,22,677,06/07/1997,A,H,45,53,0,04/07/2003
2466,156,4669.157176,5,EB,168,1,1216,24.9,24.3,14.3,,1997,22,743,13/08/1997,OFL,OFL,45,53,0,13/09/1998
2501,21,6060.94669,8,EAF,2401,8,216,27.0,26.7,17.5,,1988,22,677,06/07/1997,A,BrM,45,53,1,02/12/1999
2413,108,8263.587322,1,EB,130,12,1203,27.2,27.2,16.9,,1996,22,717,26/07/1997,A,BrM,46,54,1,07/09/1999
2484,172,7127.486936,1,EB,177,33,1030,25.2,25.4,16.6,,1996,22,751,21/08/1997,SA,ABX,47,55,1,21/08/1997
2484,172,6198.435082,1,EB,178,37,1030,25.2,25.4,16.6,,1996,22,751,21/08/1997,SA,ABX,47,55,1,21/08/1997
2414,109,7715.181806,1,EB,131,12,65,25.9,25.9,18.6,,1987,22,717,26/07/1997,A,BrM,48,56,1,12/03/1998
2417,111,11187.27619,1,EB,133,12,608,24.6,,15.5,,1993,22,719,27/07/1997,A,ABX,50,59,0,14/02/1998
2422,116,6960.138241,1,EB,139,33,163,24.2,24.2,14.8,,1987,22,722,28/07/1997,A,ABX,50,59,0,12/09/1998
2422,116,3399.699352,1,EB,140,34,163,24.2,24.2,14.8,,1987,22,722,28/07/1997,A,ABX,50,59,0,12/09/1998
2418,112,7110.799418,1,EB,134,12,850,23.9,23.5,13.4,,1994,22,719,27/07/1997,A,BrF,50,59,0,03/08/1997
2421,115,4655.230841,1,EB,138,13,510,25.8,25.7,15.5,,1993,22,720,27/07/1997,A,BrM,50,59,1,16/01/2007
2419,113,5089.926616,1,EB,135,38,1130,23.7,23.6,13.7,,,22,720,27/07/1997,A,SEEN2,50,59,0,02/12/1999
2410,105,200.245399,1,EB,125,12,1202,26.1,25.8,17.8,,1997,22,717,26/07/1997,SA,ABX,52,62,1,21/02/1998
2410,105,13868.21808,1,EB,126,35,1202,26.1,25.8,17.8,,1997,22,717,26/07/1997,SA,ABX,52,62,1,21/02/1998
2411,106,5304.83781,1,EB,127,32,606,25.5,25.2,16.5,,1993,22,717,26/07/1997,A,BrM,52,62,1,05/03/1998
2411,106,4801.276363,1,EB,128,37,606,25.5,25.2,16.5,,1993,22,717,26/07/1997,A,BrM,52,62,1,05/03/1998
2483,171,10923.51107,1,EB,175,33,1032,25.8,26,16.4,,1996,22,751,21/08/1997,SA,H,53,63,1,10/07/2001
2507,26,2440.481449,1,EB,45,29,467,26.8,26.1,,,1992,22,681,08/07/1997,A,BrM,55,67,1,07/12/1999
2564,78,5851.456421,1,EB,110,9,1200,24.7,24.3,15.7,,1996,22,700,17/07/1997,A,ABX,56,68,0,19/07/2006
2560,74,6725.578619,1,EB,108,8,1188,25.4,25.4,15.4,,1996,22,698,16/07/1997,SA,ABX,56,68,1,12/08/2010
2549,64,5083.799358,1,EB,98,40,1193,25.4,25.3,15.8,,1996,22,691,14/07/1997,A,BrF,57,69,0,23/08/2007
2549,64,3706.718632,1,EB,97,34,1193,25.4,25.3,15.8,,1996,22,691,14/07/1997,A,BrF,57,69,0,23/08/2007
2561,75,5863.509833,1,EB,109,9,1178,26.3,25,15.7,,1996,22,697,16/07/1997,A,BrM,57,69,1,05/08/1999
2567,80,5908.504682,1,EB,112,9,1036,23.7,23.5,15.7,,1995,22,702,21/07/1997,A,TBRF,59,72,0,09/01/1998
2558,72,6864.028605,1,EB,106,8,1186,24.9,24.8,15.2,,1996,22,698,16/07/1997,A,BrF,59,72,0,20/07/2002
2568,81,5932.795916,1,EB,113,9,1184,25.9,26,15.5,,1996,22,702,21/07/1997,A,BrM,59,72,1,05/07/2001
2443,135,5261.49184,1,EB,148,33,1061,26.3,26.1,15.3,,1996,22,732,07/08/1997,A,H,62,76,1,16/03/1998
2442,134,4305.555252,1,EB,147,13,628,23.9,24.4,14.4,,1993,22,732,07/08/1997,A,BrF,62,76,0,04/06/2004
2441,133,6478.008469,5,EB,146,1,1215,26.0,26,17.0,,1997,22,731,07/08/1997,CH,XF,62,76,1,06/12/1999
2441,133,10972.91827,6,EAF,1485,30,1215,26.0,26,17.0,,1997,22,731,07/08/1997,CH,XF,62,76,1,06/12/1999
2544,6,9208.673196,1,EB,13,1,1161,25.5,25.3,15.0,,1996,22,672,05/07/1997,SA,SEEN1,62,76,0,05/07/2001
2517,35,3958.957255,1,EB,59,29,1019,25.2,25.1,15.0,,1995,22,684,10/07/1997,A,H,63,77,0,19/01/1999
2515,33,4439.633179,1,EB,55,4,1158,24.6,24.5,15.3,,1996,22,684,10/07/1997,A,BrF,63,77,0,20/08/2002
2516,34,6001.71401,1,EB,58,4,1159,25.7,25.9,16.0,,1996,22,684,10/07/1997,A,BrM,63,77,1,23/08/1999
2580,92,9067.257598,1,EB,119,10,1197,24.9,25,13.7,,1996,22,711,24/07/1997,A,ABX,64,80,0,18/02/1998
2534,50,7262.554689,1,EB,83,35,1173,25.0,24.7,14.8,,1996,22,687,12/07/1997,A,BrF,64,80,0,08/07/2001
2579,91,7453.882136,1,EB,118,10,1041,27.4,27,18.0,,1995,22,707,23/07/1997,A,BrM,64,80,1,18/01/1999
2524,41,7122.992936,1,EB,70,36,1047,24.3,24.2,15.5,,1996,22,685,11/07/1997,SA,ABX,65,81,1,20/11/1999
2535,51,8210.218408,1,EB,84,35,1174,26.2,26.1,16.1,,1996,22,687,12/07/1997,A,BrM,2305,86,1,14/08/1997
2576,89,6498.255949,1,EB,116,10,951,,,,,1995,22,708,23/07/1997,A,BrF,69,88,0,21/07/2002
2578,90,9277.966273,1,EB,117,10,1196,26.6,26.6,17.3,,1996,22,708,23/07/1997,A,BrM,69,88,1,04/09/2009
2444,136,4351.729119,5,EB,151,1,1234,27.1,26.7,16.8,,1997,22,733,07/08/1997,FL,FL,70,89,1,02/12/1999
2444,136,7469.635519,7,EAF,1915,37,1234,27.1,26.7,16.8,,1997,22,733,07/08/1997,FL,FL,70,89,1,02/12/1999
2486,174,14004.97576,1,EB,180,33,1243,26.1,25.9,15.9,,1996,22,750,21/08/1997,SA,SEEN1,71,90,1,24/08/1999
2575,88,7191.97329,1,EB,115,10,1195,24.1,24.2,14.5,,1996,22,707,23/07/1997,SA,H,72,94,0,07/09/2010
2584,96,4400.070002,8,EAF,2409,5,525,26.4,26.4,17.6,,1993,22,710,24/07/1997,A,BrM,74,99,1,13/09/1999
2434,127,5163.394698,8,EAF,2394,8,1225,23.6,23.6,13.7,,1997,22,728,03/08/1997,SA,SEEN1,76,102,0,06/01/1998
2434,127,4089.205249,5,EB,144,18,1225,23.6,23.6,13.7,,1997,22,728,03/08/1997,SA,SEEN1,76,102,0,06/01/1998
2434,127,2902.262659,5,EB,143,1,1225,23.6,23.6,13.7,,1997,22,728,03/08/1997,SA,SEEN1,76,102,0,06/01/1998
2513,31,1413.318636,1,EB,51,29,530,24.5,24.6,14.1,,1993,22,682,09/07/1997,A,BrF,78,104,0,12/02/1998
2514,32,4820.042102,1,EB,52,4,637,27.0,26.5,16.7,,1993,22,683,09/07/1997,A,BrM,78,104,1,24/12/1997
2581,93,5566.825008,1,EB,120,29,1211,26.2,25.9,15.8,,1996,22,710,24/07/1997,A,BrM,79,105,1,06/08/1998
2504,23,3504.597805,7,EAF,1920,26,1166,25.7,25.4,16.0,,1996,22,674,06/07/1997,SA,BrM,81,108,1,30/08/2004
2504,23,4894.954321,7,EAF,1919,25,1166,25.7,25.4,16.0,,1996,22,674,06/07/1997,SA,BrM,81,108,1,30/08/2004
2436,129,6056.211031,1,EB,145,13,1040,26.7,26.4,17.2,,1995,22,729,03/08/1997,A,BrM,82,109,1,23/06/2006
2443,135,5261.49184,1,EB,148,33,1061,26.3,26.1,15.3,,1996,22,732,07/08/1997,A,SEEN1,82,109,1,16/03/1998
2547,62,4497.025717,1,EB,94,29,1017,24.2,23.8,14.5,,1992,22,692,14/07/1997,A,BrF,83,110,0,23/05/2004
2547,62,10923.51107,1,EB,95,36,1017,24.2,23.8,14.5,,1992,22,692,14/07/1997,A,BrF,83,110,0,23/05/2004
2523,40,3215.950552,1,EB,67,15,1160,24.5,24.7,15.0,,1996,22,685,11/07/1997,A,BrF,84,112,0,04/12/1999
2524,41,7122.992936,1,EB,70,36,1047,24.3,24.2,15.5,,1996,22,685,11/07/1997,SA,SEEN1,84,112,1,20/11/1999
2526,43,8879.895189,1,EB,73,29,329,24.6,24.1,14.1,,1988,22,685,11/07/1997,A,BrF,85,115,0,02/12/1999
2492,2,12525.02865,1,EB,4,37,1151,26.2,26.1,15.9,,1996,22,668,04/07/1997,A,SEEN1,85,115,1,16/08/1999
2492,2,2923.658863,1,EB,3,32,1151,26.2,26.1,15.9,,1996,22,668,04/07/1997,A,SEEN1,85,115,1,16/08/1999
2527,44,9913.747492,2,EB,75,1,1179,26.1,26,16.3,,1997,22,685,11/07/1997,FL,FL,85,115,1,21/09/1999
2527,44,5324.304591,5,EB,76,1,1179,26.1,26,16.3,,1997,22,685,11/07/1997,FL,FL,85,115,1,21/09/1999
2528,45,6851.90143,1,EB,77,35,1045,25.1,24.8,12.5,,1996,22,685,11/07/1997,A,SEEN1,85,115,1,08/07/2001
2586,98,11454.58876,1,EB,122,32,1217,26.4,25.6,15.4,,1996,22,713,25/07/1997,SA,ABX,3317,116,1,16/07/1998
2586,98,6019.927419,1,EB,123,37,1217,26.4,25.6,15.4,,1996,22,713,25/07/1997,SA,ABX,3317,116,1,16/07/1998
2585,97,4860.903162,7,EAF,1925,39,776,26.7,26.5,17.5,,1994,22,710,24/07/1997,A,BrM,3317,116,1,21/08/1999
2584,96,4400.070002,8,EAF,2409,5,525,26.4,26.4,17.6,,1993,22,710,24/07/1997,A,SEEN1,3317,116,1,13/09/1999
2556,70,7220.546928,1,EB,104,8,1198,26.3,25.9,16.2,,1996,22,694,15/07/1997,A,BrM,86,117,1,12/08/2000
2551,66,8518.369514,1,EB,100,39,1191,25.4,25.1,15.9,,1996,22,691,14/07/1997,A,BrM,87,118,1,07/07/2001
2551,66,14004.97576,1,EB,99,36,1191,25.4,25.1,15.9,,1996,22,691,14/07/1997,A,BrM,87,118,1,07/07/2001
2549,64,5083.799358,1,EB,98,40,1193,25.4,25.3,15.8,,1996,22,691,14/07/1997,A,SEEN1,87,118,0,23/08/2007
2549,64,3706.718632,1,EB,97,34,1193,25.4,25.3,15.8,,1996,22,691,14/07/1997,A,SEEN1,87,118,0,23/08/2007
2552,67,11012.56594,1,EB,101,32,1192,24.5,24.1,15.5,,1996,22,691,14/07/1997,A,BrF,88,119,0,21/08/1997
