BloodID,BTN,TL,Objective,Whodunnit,ID,PlateID,BirdID,RightTarsus,LeftTarsus,BodyMass,EyeColour,LayYear,FieldPeriodID,OccasionID,OccasionDate,BreedGroupID,TerritoryID,Status,MaxOfMaxOfSeenDate,SexEstimate
2652,272,3639.950605,1,EB,234,40,220,26.0,25.9,15.0,,1988,23,807,23/03/1998,132,26,BrM,04/07/2001,1
2653,273,14001.95021,1,EB,235,16,1029,26.8,26.6,16.1,,1996,23,806,22/03/1998,2318,43,BrM,31/08/2010,1
2654,301,8017.14931,1,EB,236,38,1345,23.8,23.9,13.6,,1997,25,813,23/06/1998,201,22,BrF,16/08/1999,0
2655,302,3809.049164,5,EB,237,3,1227,25.0,24.9,12.4,,1997,25,813,23/06/1998,238,77,AB,22/09/1999,0
2655,302,3869.99464,6,EAF,1487,30,1227,25.0,24.9,12.4,,1997,25,813,23/06/1998,238,77,AB,22/09/1999,0
2656,303,6153.327807,5,EB,239,3,1346,24.6,24.5,13.3,,1998,25,813,23/06/1998,238,77,OFL,10/12/2005,0
2656,303,4402.437509,4,EB,240,42,1346,24.6,24.5,13.3,,1998,25,813,23/06/1998,238,77,OFL,10/12/2005,0
2656,303,4691.698477,5,EB,238,18,1346,24.6,24.5,13.3,,1998,25,813,23/06/1998,238,77,OFL,10/12/2005,0
2657,304,5429.841576,1,EB,241,30,1159,25.9,25.3,15.6,,1996,25,812,23/06/1998,238,77,BrM,23/08/1999,1
2658,305,7646.45912,1,EB,242,16,1158,24.4,24.3,13.4,,1996,25,813,23/06/1998,238,77,H,20/08/2002,0
